State or Region,Institution Sector,sector_sort,Fall_2003_Active,Fall_2003_IPEDS_Universe,Fall_2004_Active,Fall_2004_IPEDS_Universe,Fall_2005_Active,Fall_2005_IPEDS_Universe,Fall_2006_Active,Fall_2006_IPEDS_Universe,Fall_2007_Active,Fall_2007_IPEDS_Universe,Fall_2008_Active,Fall_2008_IPEDS_Universe,Fall_2009_Active,Fall_2009_IPEDS_Universe,Fall_2010_Active,Fall_2010_IPEDS_Universe,Fall_2011_Active,Fall_2011_IPEDS_Universe,Fall_2012_Active,Fall_2012_IPEDS_Universe,Fall_2013_Active,Fall_2013_IPEDS_Universe,Fall_2014_Active,Fall_2014_IPEDS_Universe,Fall_2015_Active,Fall_2015_IPEDS_Universe,Fall_2016_Active,Fall_2016_IPEDS_Universe,Fall_2017_Active,Fall_2017_IPEDS_Universe,Fall_2018_Active,Fall_2018_IPEDS_Universe,Fall_2019_Active,Fall_2019_IPEDS_Universe,Fall_2020_Active*,Fall_2020_IPEDS_Universe*,(* estimated)
Texas,All Public Institutions,4,"797,808","1,036,008","864,067","1,071,926","882,482","1,081,335","897,653","1,094,139","915,662","1,109,666","1,010,272","1,163,132","1,133,923","1,258,841","1,282,569","1,334,885","1,317,271","1,367,005","1,313,834","1,347,860","1,336,269","1,349,609","1,352,924","1,365,339","1,368,708","1,379,276","1,411,798","1,420,974","1,438,504","1,448,385","1,458,406","1,468,587","1,468,839","1,480,149","1,468,839","1,480,149",
Texas,"All Private, not-for-profit Institutions",5,"101,331","124,076","100,920","121,850","102,774","124,050","105,428","124,038","106,933","125,066","108,614","126,473","113,590","127,603","119,042","130,676","126,306","134,926","127,208","135,309","127,057","135,340","128,237","135,648","129,728","138,604","131,505","141,210","134,230","142,526","134,011","141,349","134,248","141,120","134,821","141,120",
Texas,"All Private, for-profit Institutions",6,0,"15,002",0,"19,298",0,"18,864",0,"18,310",0,"19,541",0,"22,158",0,"43,708",532,"51,295",514,"43,929",450,"40,444","2,019","39,401","2,968","36,976","3,057","36,232",643,"29,681","2,041","29,962",649,"25,328",605,"27,071",605,"27,071",
Texas,"Public, 4-year",7,"419,186","494,118","439,345","505,120","454,900","537,844","458,285","535,967","464,475","543,367","520,468","558,336","577,228","585,230","606,837","624,021","621,482","638,296","630,927","646,849","654,008","654,008","675,047","675,047","696,582","696,599","726,226","726,226","737,542","737,542","785,517","785,517","842,053","842,053","842,053","842,053",
Texas,"Private, not-for-profit, 4-year",8,"101,331","122,943","100,920","120,755","102,774","122,961","105,428","122,988","106,933","124,158","108,614","125,606","113,590","126,198","119,042","128,917","126,306","130,364","127,208","131,674","127,057","132,995","128,237","133,061","129,728","136,036","130,946","139,620","133,684","140,815","133,500","140,122","133,772","139,861","134,345","139,861",
Texas,"Private, for-profit, 4-year",9,0,"3,934",0,"4,502",0,"4,371",0,"3,951",0,"5,003",0,"5,797",0,"9,259",0,"11,643",0,"15,287",450,"15,767",444,"14,049",500,"13,350",686,"14,510",643,"11,257",665,"10,362",649,"10,061",605,"9,524",605,"9,524",
Texas,"Public, 2-year",10,"378,622","541,890","424,722","566,806","427,582","543,491","439,368","558,172","451,187","566,299","489,804","604,796","556,695","673,611","675,732","710,864","695,789","728,709","682,907","701,011","682,261","695,601","677,877","690,292","672,126","682,677","685,572","694,748","700,962","710,843","672,889","683,070","626,786","638,096","626,786","638,096",
Texas,"Private, not-for-profit, 2-year",11,0,"1,133",0,"1,095",0,"1,089",0,"1,050",0,908,0,867,0,"1,405",0,"1,759",0,"4,562",0,"3,635",0,"2,345",0,"2,587",0,"2,568",559,"1,590",546,"1,711",511,"1,227",476,"1,259",476,"1,259",
Texas,"Private, for-profit, 2-year",12,0,"11,068",0,"14,796",0,"14,493",0,"14,359",0,"14,538",0,"16,361",0,"34,449",532,"39,652",514,"28,642",0,"24,677","1,575","25,352","2,468","23,626","2,371","21,722",0,"18,424","1,376","19,600",0,"15,267",0,"17,547",0,"17,547",
Utah,Overall,1,"171,773","182,006","179,189","189,561","183,080","195,851","182,268","197,479","184,383","199,292","199,332","213,074","219,064","232,598","234,785","248,172","243,745","261,022","260,228","265,044","257,770","262,392","269,532","273,468","289,335","292,681","308,173","311,318","329,001","332,261","356,778","359,814","378,392","381,379","378,392","381,379",
Utah,All 4-year Institutions,2,"143,578","145,951","150,248","151,298","154,401","156,036","152,531","154,928","154,087","156,657","164,761","168,001","178,141","182,274","193,936","198,725","203,873","211,900","228,040","230,961","223,731","227,205","237,278","240,340","257,832","260,810","276,153","278,906","297,336","300,106","325,626","328,182","346,881","349,359","346,881","349,359",
Utah,All 2-year Institutions,3,"28,195","36,055","28,941","38,263","28,679","39,815","29,737","42,551","30,296","42,635","34,571","45,073","40,923","50,324","40,849","49,447","39,872","49,122","32,188","34,083","34,039","35,187","32,254","33,128","31,503","31,871","32,020","32,412","31,665","32,155","31,152","31,632","31,511","32,020","31,511","32,020",
Utah,All Public Institutions,4,"135,009","140,282","138,226","145,182","140,608","148,960","137,825","148,228","137,210","147,982","148,320","158,037","162,977","170,921","171,735","178,599","171,792","179,208","171,001","171,001","168,311","168,311","167,716","167,716","171,225","171,225","175,308","175,308","180,034","180,034","183,949","183,949","189,351","189,351","189,351","189,351",
Utah,"All Private, not-for-profit Institutions",5,"36,764","38,130","40,963","40,963","42,472","42,472","44,443","44,443","47,173","47,173","50,186","50,186","54,626","54,626","61,310","61,310","70,416","70,416","81,270","81,270","88,222","88,379","100,681","100,898","117,081","117,317","131,568","131,809","147,622","147,869","171,607","171,869","186,650","186,867","186,650","186,867",
Utah,"All Private, for-profit Institutions",6,0,"3,594",0,"3,416",0,"4,419",0,"4,808",0,"4,137",826,"4,851","1,461","7,051","1,740","8,263","1,537","11,398","7,957","12,773","1,237","5,702","1,135","4,854","1,029","4,139","1,297","4,201","1,345","4,358","1,222","3,996","2,391","5,161","2,391","5,161",
Utah,"Public, 4-year",7,"108,072","108,072","110,533","110,533","113,164","113,164","109,405","109,405","108,230","108,230","115,126","115,126","123,643","123,643","132,695","132,695","133,907","133,907","141,004","141,004","136,308","136,308","137,468","137,468","141,875","141,875","145,407","145,407","150,414","150,414","154,793","154,793","159,834","159,834","159,834","159,834",
Utah,"Private, not-for-profit, 4-year",8,"35,506","36,872","39,715","39,715","41,237","41,237","43,126","43,126","45,857","45,857","48,809","48,809","53,037","53,037","59,501","59,501","68,429","68,429","79,079","79,079","86,186","86,343","98,675","98,892","114,928","115,164","129,449","129,690","145,577","145,824","169,611","169,873","184,656","184,873","184,656","184,873",
Utah,"Private, for-profit, 4-year",9,0,"1,007",0,"1,050",0,"1,635",0,"2,397",0,"2,570",826,"4,066","1,461","5,594","1,740","6,529","1,537","9,564","7,957","10,878","1,237","4,554","1,135","3,980","1,029","3,771","1,297","3,809","1,345","3,868","1,222","3,516","2,391","4,652","2,391","4,652",
Utah,"Public, 2-year",10,"26,937","32,210","27,693","34,649","27,444","35,796","28,420","38,823","28,980","39,752","33,194","42,911","39,334","47,278","39,040","45,904","37,885","45,301","29,997","29,997","32,003","32,003","30,248","30,248","29,350","29,350","29,901","29,901","29,620","29,620","29,156","29,156","29,517","29,517","29,517","29,517",
Utah,"Private, not-for-profit, 2-year",11,"1,258","1,258","1,248","1,248","1,235","1,235","1,317","1,317","1,316","1,316","1,377","1,377","1,589","1,589","1,809","1,809","1,987","1,987","2,191","2,191","2,036","2,036","2,006","2,006","2,153","2,153","2,119","2,119","2,045","2,045","1,996","1,996","1,994","1,994","1,994","1,994",
Utah,"Private, for-profit, 2-year",12,0,"2,587",0,"2,366",0,"2,784",0,"2,411",0,"1,567",0,785,0,"1,457",0,"1,734",0,"1,834",0,"1,895",0,"1,148",0,874,0,368,0,392,0,490,0,480,0,509,0,509,
Vermont,Overall,1,"34,607","37,831","35,515","38,639","36,516","39,915","40,157","41,095","41,170","42,191","42,861","43,795","44,550","45,785","45,411","46,324","45,076","45,918","45,153","45,483","43,906","44,265","44,354","44,694","44,327","44,596","45,359","45,505","43,308","44,609","42,169","43,584","41,526","41,874","41,526","41,874",
Vermont,All 4-year Institutions,2,"28,870","31,958","29,506","32,492","30,584","33,722","34,104","34,820","35,081","36,102","36,643","37,577","37,752","38,987","38,186","39,099","38,010","38,852","38,842","39,172","37,706","38,065","38,335","38,675","38,344","38,613","39,496","39,642","37,804","39,105","36,791","38,206","36,422","36,770","36,422","36,770",
Vermont,All 2-year Institutions,3,"5,737","5,873","6,009","6,147","5,932","6,193","6,053","6,275","6,089","6,089","6,218","6,218","6,798","6,798","7,225","7,225","7,066","7,066","6,311","6,311","6,200","6,200","6,019","6,019","5,983","5,983","5,863","5,863","5,504","5,504","5,378","5,378","5,104","5,104","5,104","5,104",
Vermont,All Public Institutions,4,"22,607","22,607","22,980","22,980","24,090","24,090","24,385","24,385","24,829","24,829","25,552","25,552","27,028","27,028","27,524","27,524","27,132","27,132","26,501","26,501","25,852","25,852","25,643","25,643","25,383","25,383","25,736","25,736","24,153","25,300","25,197","25,197","25,131","25,131","25,131","25,131",
Vermont,"All Private, not-for-profit Institutions",5,"12,000","14,932","12,535","15,322","12,426","15,302","15,772","16,177","16,341","16,725","17,309","17,575","17,522","18,040","17,887","18,185","17,944","18,229","18,135","18,465","17,592","17,951","18,289","18,629","18,565","18,834","19,323","19,469","19,011","19,165","16,899","18,314","16,337","16,685","16,337","16,685",
Vermont,"All Private, for-profit Institutions",6,0,292,0,337,0,523,0,533,0,637,0,668,0,717,0,615,0,557,517,517,462,462,422,422,379,379,300,300,144,144,73,73,58,58,58,58,
Vermont,"Public, 4-year",7,"17,263","17,263","17,361","17,361","18,575","18,575","18,792","18,792","19,221","19,221","19,820","19,820","20,729","20,729","20,786","20,786","20,554","20,554","20,190","20,190","19,652","19,652","19,624","19,624","19,400","19,400","19,873","19,873","18,649","19,796","19,819","19,819","20,027","20,027","20,027","20,027",
Vermont,"Private, not-for-profit, 4-year",8,"11,607","14,539","12,145","14,932","12,009","14,885","15,312","15,717","15,860","16,244","16,823","17,089","17,023","17,541","17,400","17,698","17,456","17,741","18,135","18,465","17,592","17,951","18,289","18,629","18,565","18,834","19,323","19,469","19,011","19,165","16,899","18,314","16,337","16,685","16,337","16,685",
Vermont,"Private, for-profit, 4-year",9,0,156,0,199,0,262,0,311,0,637,0,668,0,717,0,615,0,557,517,517,462,462,422,422,379,379,300,300,144,144,73,73,58,58,58,58,
Vermont,"Public, 2-year",10,"5,344","5,344","5,619","5,619","5,515","5,515","5,593","5,593","5,608","5,608","5,732","5,732","6,299","6,299","6,738","6,738","6,578","6,578","6,311","6,311","6,200","6,200","6,019","6,019","5,983","5,983","5,863","5,863","5,504","5,504","5,378","5,378","5,104","5,104","5,104","5,104",
Vermont,"Private, not-for-profit, 2-year",11,393,393,390,390,417,417,460,460,481,481,486,486,499,499,487,487,488,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Vermont,"Private, for-profit, 2-year",12,0,136,0,138,0,261,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Virginia,Overall,1,"388,079","411,283","397,574","420,770","410,967","434,766","428,376","452,211","453,930","473,329","474,699","495,459","512,555","538,121","530,190","554,364","543,208","568,138","546,301","571,105","547,282","567,653","547,091","563,445","542,630","557,277","531,129","547,967","529,904","545,240","530,034","543,925","535,089","548,906","535,089","548,906",
Virginia,All 4-year Institutions,2,"237,798","250,859","250,037","262,758","259,034","272,363","269,307","283,475","287,018","297,866","298,626","312,274","322,336","336,519","332,015","347,546","341,158","359,132","349,204","367,682","353,863","368,763","359,674","370,542","361,581","371,320","356,346","369,728","359,569","372,033","364,904","376,263","373,720","384,478","373,720","384,478",
Virginia,All 2-year Institutions,3,"150,281","160,424","147,537","158,012","151,933","162,403","159,069","168,736","166,912","175,463","176,073","183,185","190,219","201,602","198,175","206,818","202,050","209,006","197,097","203,423","193,419","198,890","187,417","192,903","181,049","185,957","174,783","178,239","170,335","173,207","165,130","167,662","161,369","164,428","161,369","164,428",
Virginia,All Public Institutions,4,"335,288","341,948","336,591","343,391","345,464","349,195","355,614","357,823","368,177","370,486","381,487","383,121","399,514","401,093","409,004","409,004","413,761","413,761","409,753","409,753","405,915","405,915","399,359","399,359","394,210","394,210","389,446","389,446","389,249","389,249","384,879","384,879","384,393","384,393","384,393","384,393",
Virginia,"All Private, not-for-profit Institutions",5,"48,676","57,418","52,738","60,754","55,831","63,744","61,188","69,273","72,828","77,753","79,439","84,748","93,212","98,560","104,275","110,720","111,850","118,271","121,908","128,309","125,791","130,794","130,043","134,599","130,932","135,038","127,523","132,860","127,073","132,988","130,396","137,115","136,593","142,124","136,593","142,124",
Virginia,"All Private, for-profit Institutions",6,"4,115","11,917","8,245","16,625","9,672","21,827","11,574","25,115","12,925","25,090","13,773","27,590","19,829","38,468","16,911","34,640","17,597","36,106","14,640","33,043","15,576","30,944","17,689","29,487","17,488","28,029","14,160","25,661","13,582","23,003","14,759","21,931","14,103","22,389","14,103","22,389",
Virginia,"Public, 4-year",7,"188,353","188,353","189,665","189,665","194,228","194,228","197,247","197,247","201,921","201,921","206,000","206,000","210,239","210,239","212,000","212,000","214,906","214,906","215,326","215,326","215,370","215,370","214,391","214,391","215,068","215,068","216,171","216,171","219,880","219,880","220,817","220,817","223,945","223,945","223,945","223,945",
Virginia,"Private, not-for-profit, 4-year",8,"48,676","57,418","52,738","60,598","55,831","63,744","61,188","69,273","72,828","77,753","79,439","84,748","93,212","98,560","104,275","110,720","111,850","118,271","121,908","127,983","125,791","130,345","130,043","134,178","130,217","134,115","127,011","132,113","126,737","132,410","130,068","136,722","136,288","141,752","136,288","141,752",
Virginia,"Private, for-profit, 4-year",9,769,"5,088","7,634","12,495","8,975","14,391","10,872","16,955","12,269","18,192","13,187","21,526","18,885","27,720","15,740","24,826","14,402","25,955","11,970","24,373","12,702","23,048","15,240","21,973","16,296","22,137","13,164","21,444","12,952","19,743","14,019","18,724","13,487","18,781","13,487","18,781",
Virginia,"Public, 2-year",10,"146,935","153,595","146,926","153,726","151,236","154,967","158,367","160,576","166,256","168,565","175,487","177,121","189,275","190,854","197,004","197,004","198,855","198,855","194,427","194,427","190,545","190,545","184,968","184,968","179,142","179,142","173,275","173,275","169,369","169,369","164,062","164,062","160,448","160,448","160,448","160,448",
Virginia,"Private, not-for-profit, 2-year",11,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,449,0,421,715,923,512,747,336,578,328,393,305,372,305,372,
Virginia,"Private, for-profit, 2-year",12,"3,346","6,829",611,"4,130",697,"7,436",702,"8,160",656,"6,898",586,"6,064",944,"10,748","1,171","9,814","3,195","10,151","2,670","8,670","2,874","7,896","2,449","7,514","1,192","5,892",996,"4,217",630,"3,260",740,"3,207",616,"3,608",616,"3,608",
Washington,Overall,1,"329,131","341,695","325,828","339,232","331,856","344,650","336,171","344,907","342,008","349,668","352,644","360,816","370,633","381,306","372,158","384,970","359,694","370,309","353,295","362,674","352,376","360,256","354,320","361,993","356,240","363,338","357,519","364,955","359,719","366,783","360,805","366,041","356,499","361,945","356,499","361,945",
Washington,All 4-year Institutions,2,"135,601","146,757","138,229","150,444","141,380","152,827","150,568","158,055","178,171","184,968","182,695","189,274","212,619","219,475","210,857","218,433","209,430","217,066","212,115","219,461","220,496","226,275","250,743","256,480","270,090","275,629","294,577","300,463","322,857","328,057","327,363","331,596","325,636","329,749","325,636","329,749",
Washington,All 2-year Institutions,3,"193,530","194,938","187,599","188,788","190,476","191,823","185,603","186,852","163,837","164,700","169,949","171,542","158,014","161,831","161,301","166,537","150,264","153,243","141,180","143,213","131,880","133,981","103,577","105,513","86,150","87,709","62,942","64,492","36,862","38,726","33,442","34,445","30,863","32,196","30,863","32,196",
Washington,All Public Institutions,4,"297,436","298,079","292,626","293,145","296,261","296,756","296,425","297,048","301,209","301,793","311,517","312,071","327,782","328,391","330,248","330,874","316,365","317,066","310,798","311,497","310,192","310,192","312,523","312,523","314,506","314,506","315,356","315,356","318,336","318,336","319,377","319,377","315,652","315,652","315,652","315,652",
Washington,"All Private, not-for-profit Institutions",5,"30,426","38,346","31,423","39,942","33,693","40,760","37,824","40,688","38,850","40,810","38,914","40,718","39,799","41,765","40,112","42,681","39,840","42,602","39,472","42,275","39,589","42,338","39,372","42,360","40,895","43,941","42,163","43,135","41,383","42,247","41,428","41,662","40,847","41,116","40,847","41,116",
