State,Sector,sector_sort,year,total_enrollment
Nebraska,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"39,777"
Nebraska,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,151
Nebraska,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,51
Nevada,Overall,1,Fall_2015_IPEDS_Universe,"110,761"
Nevada,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"96,670"
Nevada,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"14,091"
Nevada,All Public Institutions,4,Fall_2015_IPEDS_Universe,"104,418"
Nevada,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"2,908"
Nevada,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"3,435"
Nevada,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"93,333"
Nevada,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"2,491"
Nevada,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,846
Nevada,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"11,085"
Nevada,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,417
Nevada,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"2,589"
New_Hampshire,Overall,1,Fall_2015_IPEDS_Universe,"123,235"
New_Hampshire,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"108,341"
New_Hampshire,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"14,894"
New_Hampshire,All Public Institutions,4,Fall_2015_IPEDS_Universe,"42,866"
New_Hampshire,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"78,877"
New_Hampshire,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"1,492"
New_Hampshire,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"28,095"
New_Hampshire,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"78,754"
New_Hampshire,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"1,492"
New_Hampshire,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"14,771"
New_Hampshire,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,123
New_Hampshire,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,0
New_Jersey,Overall,1,Fall_2015_IPEDS_Universe,"420,935"
New_Jersey,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"262,513"
New_Jersey,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"158,422"
New_Jersey,All Public Institutions,4,Fall_2015_IPEDS_Universe,"339,743"
New_Jersey,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"73,635"
New_Jersey,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"7,557"
New_Jersey,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"183,911"
New_Jersey,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"73,635"
New_Jersey,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"4,967"
New_Jersey,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"155,832"
New_Jersey,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
New_Jersey,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"2,590"
New_Mexico,Overall,1,Fall_2015_IPEDS_Universe,"136,408"
New_Mexico,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"64,696"
New_Mexico,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"71,712"
New_Mexico,All Public Institutions,4,Fall_2015_IPEDS_Universe,"131,287"
New_Mexico,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"1,617"
New_Mexico,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"3,504"
New_Mexico,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"60,605"
New_Mexico,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"1,617"
New_Mexico,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"2,474"
New_Mexico,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"70,682"
New_Mexico,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
New_Mexico,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"1,030"
New_York,Overall,1,Fall_2015_IPEDS_Universe,"1,292,924"
New_York,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"963,323"
New_York,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"329,601"
New_York,All Public Institutions,4,Fall_2015_IPEDS_Universe,"714,421"
New_York,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"530,927"
New_York,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"47,576"
New_York,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"402,008"
New_York,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"528,418"
New_York,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"32,897"
New_York,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"312,413"
New_York,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"2,509"
New_York,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"14,679"
North_Carolina,Overall,1,Fall_2015_IPEDS_Universe,"552,775"
North_Carolina,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"326,254"
North_Carolina,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"226,521"
North_Carolina,All Public Institutions,4,Fall_2015_IPEDS_Universe,"448,055"
North_Carolina,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"95,466"
North_Carolina,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"9,254"
North_Carolina,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"224,915"
North_Carolina,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"94,761"
North_Carolina,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"6,578"
North_Carolina,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"223,140"
North_Carolina,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,705
North_Carolina,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"2,676"
North_Dakota,Overall,1,Fall_2015_IPEDS_Universe,"53,237"
North_Dakota,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"46,278"
North_Dakota,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"6,959"
North_Dakota,All Public Institutions,4,Fall_2015_IPEDS_Universe,"48,197"
North_Dakota,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"5,040"
North_Dakota,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,0
North_Dakota,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"41,238"
North_Dakota,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"5,040"
North_Dakota,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,0
North_Dakota,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"6,959"
North_Dakota,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
North_Dakota,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,0
Ohio,Overall,1,Fall_2015_IPEDS_Universe,"660,990"
Ohio,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"478,415"
Ohio,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"182,575"
Ohio,All Public Institutions,4,Fall_2015_IPEDS_Universe,"504,815"
Ohio,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"141,379"
Ohio,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"14,796"
Ohio,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"334,044"
Ohio,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"140,061"
Ohio,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"4,310"
Ohio,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"170,771"
Ohio,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"1,318"
Ohio,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"10,486"
Oklahoma,Overall,1,Fall_2015_IPEDS_Universe,"209,862"
Oklahoma,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"147,475"
Oklahoma,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"62,387"
Oklahoma,All Public Institutions,4,Fall_2015_IPEDS_Universe,"179,008"
Oklahoma,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"25,996"
Oklahoma,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"4,858"
Oklahoma,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"120,628"
Oklahoma,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"24,841"
Oklahoma,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"2,006"
Oklahoma,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"58,380"
Oklahoma,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"1,155"
Oklahoma,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"2,852"
Oregon,Overall,1,Fall_2015_IPEDS_Universe,"241,629"
Oregon,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"145,049"
Oregon,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"96,580"
Oregon,All Public Institutions,4,Fall_2015_IPEDS_Universe,"197,948"
Oregon,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"37,533"
Oregon,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"6,148"
Oregon,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"104,805"
Oregon,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"37,422"
Oregon,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"2,822"
Oregon,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"93,143"
Oregon,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,111
Oregon,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"3,326"
Pennsylvania,Overall,1,Fall_2015_IPEDS_Universe,"731,297"
Pennsylvania,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"574,670"
Pennsylvania,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"156,627"
Pennsylvania,All Public Institutions,4,Fall_2015_IPEDS_Universe,"409,054"
Pennsylvania,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"291,994"
Pennsylvania,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"30,249"
Pennsylvania,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"278,935"
Pennsylvania,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"284,311"
Pennsylvania,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"11,424"
Pennsylvania,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"130,119"
Pennsylvania,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"7,683"
Pennsylvania,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"18,825"
Rhode_Island,Overall,1,Fall_2015_IPEDS_Universe,"87,650"
Rhode_Island,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"71,455"
Rhode_Island,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"16,195"
Rhode_Island,All Public Institutions,4,Fall_2015_IPEDS_Universe,"41,320"
Rhode_Island,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"46,330"
Rhode_Island,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,0
Rhode_Island,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"25,125"
Rhode_Island,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"46,330"
Rhode_Island,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,0
Rhode_Island,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"16,195"
Rhode_Island,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Rhode_Island,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,0
South_Carolina,Overall,1,Fall_2015_IPEDS_Universe,"244,491"
South_Carolina,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"151,457"
South_Carolina,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"93,034"
South_Carolina,All Public Institutions,4,Fall_2015_IPEDS_Universe,"202,487"
South_Carolina,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"34,606"
South_Carolina,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"7,398"
South_Carolina,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"111,871"
South_Carolina,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"33,835"
South_Carolina,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"5,751"
South_Carolina,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"90,616"
South_Carolina,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,771
South_Carolina,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"1,647"
South_Dakota,Overall,1,Fall_2015_IPEDS_Universe,"53,511"
South_Dakota,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"47,219"
South_Dakota,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"6,292"
South_Dakota,All Public Institutions,4,Fall_2015_IPEDS_Universe,"44,254"
South_Dakota,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"7,221"
South_Dakota,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"2,036"
South_Dakota,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"38,132"
South_Dakota,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"7,051"
South_Dakota,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"2,036"
South_Dakota,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"6,122"
South_Dakota,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,170
South_Dakota,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,0
Tennessee,Overall,1,Fall_2015_IPEDS_Universe,"317,669"
Tennessee,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"222,835"
Tennessee,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"94,834"
Tennessee,All Public Institutions,4,Fall_2015_IPEDS_Universe,"223,411"
Tennessee,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"83,190"
Tennessee,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"11,068"
Tennessee,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"136,730"
Tennessee,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"82,454"
Tennessee,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"3,651"
Tennessee,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"86,681"
Tennessee,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,736
Tennessee,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"7,417"
Texas,Overall,1,Fall_2015_IPEDS_Universe,"1,554,112"
Texas,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"847,145"
Texas,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"706,967"
Texas,All Public Institutions,4,Fall_2015_IPEDS_Universe,"1,379,276"
Texas,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"138,604"
Texas,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"36,232"
Texas,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"696,599"
Texas,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"136,036"
Texas,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"14,510"
Texas,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"682,677"
Texas,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"2,568"
Texas,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"21,722"
Utah,Overall,1,Fall_2015_IPEDS_Universe,"292,681"
Utah,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"260,810"
Utah,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"31,871"
Utah,All Public Institutions,4,Fall_2015_IPEDS_Universe,"171,225"
Utah,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"117,317"
Utah,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"4,139"
Utah,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"141,875"
Utah,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"115,164"
Utah,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"3,771"
Utah,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"29,350"
Utah,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"2,153"
Utah,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,368
Vermont,Overall,1,Fall_2015_IPEDS_Universe,"44,596"
Vermont,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"38,613"
Vermont,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"5,983"
Vermont,All Public Institutions,4,Fall_2015_IPEDS_Universe,"25,383"
Vermont,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"18,834"
Vermont,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,379
Vermont,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"19,400"
Vermont,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"18,834"
Vermont,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,379
Vermont,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"5,983"
Vermont,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Vermont,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,0
Virginia,Overall,1,Fall_2015_IPEDS_Universe,"557,277"
Virginia,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"371,320"
Virginia,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"185,957"
Virginia,All Public Institutions,4,Fall_2015_IPEDS_Universe,"394,210"
Virginia,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"135,038"
Virginia,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"28,029"
Virginia,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"215,068"
Virginia,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"134,115"
Virginia,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"22,137"
Virginia,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"179,142"
Virginia,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,923
Virginia,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"5,892"
Washington,Overall,1,Fall_2015_IPEDS_Universe,"363,338"
Washington,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"275,629"
Washington,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"87,709"
Washington,All Public Institutions,4,Fall_2015_IPEDS_Universe,"314,506"
Washington,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"43,941"
Washington,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"4,891"
Washington,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"230,054"
Washington,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"42,181"
Washington,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"3,394"
Washington,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"84,452"
Washington,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,"1,760"
Washington,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"1,497"
West_Virginia,Overall,1,Fall_2015_IPEDS_Universe,"150,380"
West_Virginia,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"129,620"
West_Virginia,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"20,760"
West_Virginia,All Public Institutions,4,Fall_2015_IPEDS_Universe,"86,342"
West_Virginia,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"8,665"
West_Virginia,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"55,373"
West_Virginia,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"67,913"
West_Virginia,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"8,665"
West_Virginia,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"53,042"
West_Virginia,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"18,429"
West_Virginia,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
West_Virginia,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,"2,331"
Wisconsin,Overall,1,Fall_2015_IPEDS_Universe,"349,745"
Wisconsin,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"248,126"
Wisconsin,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"101,619"
Wisconsin,All Public Institutions,4,Fall_2015_IPEDS_Universe,"282,250"
Wisconsin,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,"60,269"
Wisconsin,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,"7,226"
Wisconsin,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"180,861"
Wisconsin,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,"60,269"
Wisconsin,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,"6,996"
Wisconsin,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"101,389"
Wisconsin,"Private, not-for-profit, 2-year",11,Fall_2015_IPEDS_Universe,0
Wisconsin,"Private, for-profit, 2-year",12,Fall_2015_IPEDS_Universe,230
Wyoming,Overall,1,Fall_2015_IPEDS_Universe,"34,642"
Wyoming,All 4-year Institutions,2,Fall_2015_IPEDS_Universe,"12,648"
Wyoming,All 2-year Institutions,3,Fall_2015_IPEDS_Universe,"21,994"
Wyoming,All Public Institutions,4,Fall_2015_IPEDS_Universe,"33,693"
Wyoming,"All Private, not-for-profit Institutions",5,Fall_2015_IPEDS_Universe,949
Wyoming,"All Private, for-profit Institutions",6,Fall_2015_IPEDS_Universe,0
Wyoming,"Public, 4-year",7,Fall_2015_IPEDS_Universe,"12,648"
Wyoming,"Private, not-for-profit, 4-year",8,Fall_2015_IPEDS_Universe,0
Wyoming,"Private, for-profit, 4-year",9,Fall_2015_IPEDS_Universe,0
Wyoming,"Public, 2-year",10,Fall_2015_IPEDS_Universe,"21,045"
